,Unnamed: 0,entity,offset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total,log_total,min_5h_activity,min_5h_activity_sin,min_5h_activity_cos,min_5h_activity_%,lifespan_days,region,y_pred,America,Central_Asia,East_Asia_Pac,Euro_Africa
1897,4623,Entity 958,5.5,0.0172413793103448,0.0344827586206896,0.0172413793103448,0.0344827586206896,0.0172413793103448,0.0517241379310344,0.0344827586206896,0.2068965517241379,0.1034482758620689,0.0344827586206896,0.0862068965517241,0.0344827586206896,0.0172413793103448,0.0517241379310344,0.0172413793103448,0.0172413793103448,0.0517241379310344,0.0689655172413793,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0172413793103448,34,3.5263605246161616,20,-0.8660254037844386,0.5000000000000001,0.0862068965517241,983.766261574074,Central_Asia,East_Asia_Pac,0.057116594,0.40824178,0.4105183,0.12412336
178,217,Entity 1172,-3.0,0.0232558139534883,0.0930232558139534,0.0465116279069767,0.0697674418604651,0.0465116279069767,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0465116279069767,0.0232558139534883,0.0697674418604651,0.0465116279069767,0.0930232558139534,0.0465116279069767,0.0465116279069767,0.0232558139534883,0.0465116279069767,0.0697674418604651,19,2.9444389791664403,7,0.9659258262890684,-0.2588190451025206,0.1162790697674418,2460.9267824074072,America,America,0.73833346,0.0785083,0.08280764,0.10035059
1713,4370,Entity 799,8.0,0.0133333333333333,0.0266666666666666,0.0533333333333333,0.1333333333333333,0.08,0.0266666666666666,0.0133333333333333,0.0533333333333333,0.0533333333333333,0.0266666666666666,0.0266666666666666,0.0666666666666666,0.04,0.08,0.0933333333333333,0.0933333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0266666666666666,0.0133333333333333,0.0133333333333333,0.0133333333333333,51,3.9318256327243257,18,-1.0,-1.8369701987210294e-16,0.08,521.0099652777777,East_Asia_Pac,East_Asia_Pac,0.036824696,0.2603778,0.65351105,0.0492865
1145,3479,Entity 416,8.0,0.0984848484848484,0.053030303030303,0.0757575757575757,0.0833333333333333,0.0454545454545454,0.0833333333333333,0.0378787878787878,0.0606060606060606,0.0454545454545454,0.0303030303030303,0.0454545454545454,0.0303030303030303,0.0227272727272727,0.0454545454545454,0.0303030303030303,0.0227272727272727,0.0303030303030303,0.0303030303030303,0.0151515151515151,0.0151515151515151,0.0227272727272727,0.0227272727272727,0.0378787878787878,0.0151515151515151,108,4.68213122712422,19,-0.9659258262890684,0.2588190451025203,0.106060606060606,2618.1315740740743,East_Asia_Pac,East_Asia_Pac,0.21023563,0.11684378,0.6273962,0.045524377
1173,3515,Entity 4204,8.0,0.0227272727272727,0.0454545454545454,0.0454545454545454,0.0681818181818181,0.0454545454545454,0.0454545454545454,0.0227272727272727,0.1136363636363636,0.0227272727272727,0.0454545454545454,0.1818181818181818,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0454545454545454,0.0454545454545454,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,20,2.995732273553991,18,-1.0,-1.8369701987210294e-16,0.1136363636363636,71.95546296296297,East_Asia_Pac,East_Asia_Pac,0.079737715,0.23759556,0.6365335,0.046133228
1922,4660,Entity 982,0.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0545454545454545,0.0181818181818181,0.0363636363636363,0.0181818181818181,0.109090909090909,0.0181818181818181,0.0181818181818181,0.0909090909090909,0.1454545454545454,0.0909090909090909,0.0181818181818181,0.0363636363636363,0.0727272727272727,0.0909090909090909,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0181818181818181,31,3.4339872044851463,20,-0.8660254037844386,0.5000000000000001,0.0909090909090909,340.2207175925926,Euro_Africa,Central_Asia,0.10032171,0.49556658,0.30439267,0.09971907
653,932,Entity 18052,7.0,0.0217391304347826,0.108695652173913,0.0434782608695652,0.0217391304347826,0.0652173913043478,0.0869565217391304,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.108695652173913,0.0434782608695652,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0652173913043478,22,3.091042453358316,20,-0.8660254037844386,0.5000000000000001,0.1304347826086956,688.9365046296297,East_Asia_Pac,America,0.30438694,0.2565106,0.28409812,0.15500432
332,427,Entity 1361,2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.08,0.1,0.06,0.06,0.04,0.1,0.02,0.1,0.06,0.06,0.02,26,3.258096538021482,2,0.4999999999999999,0.8660254037844387,0.1,136.49181712962962,Euro_Africa,Euro_Africa,0.3342955,0.10374324,0.09021354,0.4717477
1788,4464,Entity 859,5.5,0.0125,0.0625,0.0125,0.025,0.0125,0.025,0.05,0.05,0.025,0.025,0.025,0.0375,0.0375,0.025,0.0625,0.05,0.05,0.075,0.0625,0.0375,0.0625,0.0875,0.0375,0.05,56,4.02535169073515,2,0.4999999999999999,0.8660254037844387,0.125,1777.4957175925929,Central_Asia,Euro_Africa,0.16092008,0.06057969,0.045693845,0.7328063
1592,4205,Entity 695,10.5,0.0266666666666666,0.04,0.0133333333333333,0.0266666666666666,0.08,0.08,0.0666666666666666,0.08,0.04,0.04,0.0533333333333333,0.1733333333333333,0.04,0.0133333333333333,0.04,0.0133333333333333,0.0266666666666666,0.0133333333333333,0.04,0.0266666666666666,0.0266666666666666,0.0133333333333333,0.0133333333333333,0.0133333333333333,51,3.9318256327243257,21,-0.7071067811865477,0.7071067811865474,0.0933333333333333,1854.4059375,East_Asia_Pac,Central_Asia,0.089236476,0.42743585,0.26547015,0.21785752
416,536,Entity 1457,5.5,0.0208333333333333,0.0208333333333333,0.1458333333333333,0.0625,0.0625,0.0208333333333333,0.0416666666666666,0.0416666666666666,0.0208333333333333,0.1458333333333333,0.0416666666666666,0.0416666666666666,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0625,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0208333333333333,24,3.1780538303479458,22,-0.5000000000000004,0.8660254037844384,0.1041666666666666,127.25474537037036,Central_Asia,Central_Asia,0.056105707,0.547507,0.34649298,0.04989431
