entity,region,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total,log_total,min_5h_activity,min_5h_activity_sin,min_5h_activity_cos,min_5h_activity_%
Entity 1296,Euro_Africa,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,22,3.091042453358316,0,0.0,1.0,0.10869565217391304
Entity 1297,America,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.07894736842105263,14,2.6390573296152584,12,1.2246467991473532e-16,-1.0,0.13157894736842105
Entity 1298,America,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1,0.0,4,0.8660254037844386,0.5000000000000001,0.2
Entity 12985,America,0.024096385542168676,0.04819277108433735,0.08433734939759036,0.012048192771084338,0.0963855421686747,0.07228915662650602,0.03614457831325301,0.024096385542168676,0.04819277108433735,0.04819277108433735,0.07228915662650602,0.060240963855421686,0.04819277108433735,0.012048192771084338,0.03614457831325301,0.024096385542168676,0.04819277108433735,0.060240963855421686,0.08433734939759036,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,59,4.07753744390572,21,-0.7071067811865477,0.7071067811865474,0.060240963855421686
Entity 1299,America,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,2,0.6931471805599453,6,1.0,6.123233995736766e-17,0.19230769230769232
Entity 13,Euro_Africa,0.014119601328903655,0.005813953488372093,0.0016611295681063123,0.0016611295681063123,0.0049833887043189366,0.004152823920265781,0.013289036544850499,0.05398671096345515,0.03571428571428571,0.061461794019933555,0.04568106312292359,0.06395348837209303,0.08970099667774087,0.044850498338870434,0.0681063122923588,0.0755813953488372,0.07475083056478406,0.0681063122923588,0.06976744186046512,0.06395348837209303,0.053156146179401995,0.04817275747508306,0.016611295681063124,0.020764119601328904,1180,7.07326971745971,3,0.7071067811865476,0.7071067811865476,0.018272425249169437
Entity 130,Central_Asia,0.003246753246753247,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.045454545454545456,0.045454545454545456,0.05844155844155844,0.05844155844155844,0.11038961038961038,0.08441558441558442,0.11038961038961038,0.06493506493506493,0.04220779220779221,0.05519480519480519,0.045454545454545456,0.012987012987012988,0.032467532467532464,0.02922077922077922,0.04220779220779221,0.03571428571428571,0.022727272727272728,0.006493506493506494,0.006493506493506494,0.00974025974025974,284,5.648974238161206,23,-0.25881904510252157,0.9659258262890681,0.03896103896103896
Entity 1300,America,0.10204081632653061,0.061224489795918366,0.04081632653061224,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,25,3.2188758248682006,8,0.8660254037844387,-0.4999999999999998,0.1020408163265306
Entity 1301,Central_Asia,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.025,0.025,0.05,0.05,0.025,0.1,0.05,0.025,0.1,0.05,0.05,0.025,0.025,0.075,0.025,16,2.772588722239781,2,0.49999999999999994,0.8660254037844387,0.125
Entity 1302,Central_Asia,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.02127659574468085,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.0851063829787234,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,23,3.1354942159291497,22,-0.5000000000000004,0.8660254037844384,0.10638297872340426
Entity 1303,Central_Asia,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,21,3.044522437723423,21,-0.7071067811865477,0.7071067811865474,0.11111111111111112
Entity 1304,Central_Asia,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.14285714285714285,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.02040816326530612,25,3.2188758248682006,2,0.49999999999999994,0.8660254037844387,0.1020408163265306
Entity 1305,Central_Asia,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.14285714285714285,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.12244897959183673,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,22,-0.5000000000000004,0.8660254037844384,0.1020408163265306
Entity 1306,Central_Asia,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.14285714285714285,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,2,0.49999999999999994,0.8660254037844387,0.1020408163265306
Entity 1307,Central_Asia,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.12962962962962962,0.07407407407407407,0.05555555555555555,0.09259259259259259,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,30,3.4011973816621555,2,0.49999999999999994,0.8660254037844387,0.09259259259259259
Entity 13085,East_Asia_Pac,0.02,0.02,0.04,0.04,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.02,0.04,0.06,0.08,0.1,0.04,0.08,0.08,0.04,0.06,0.02,0.04,0.02,26,3.258096538021482,6,1.0,6.123233995736766e-17,0.12
Entity 1309,Euro_Africa,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,14,2.6390573296152584,2,0.49999999999999994,0.8660254037844387,0.13157894736842105
Entity 131,America,0.04815864022662889,0.06515580736543909,0.036827195467422094,0.1048158640226629,0.07365439093484419,0.042492917847025496,0.0339943342776204,0.036827195467422094,0.08498583569405099,0.04815864022662889,0.0453257790368272,0.04815864022662889,0.0339943342776204,0.0113314447592068,0.0113314447592068,0.036827195467422094,0.042492917847025496,0.025495750708215296,0.0453257790368272,0.025495750708215296,0.014164305949008499,0.0169971671388102,0.039660056657223795,0.028328611898016998,329,5.796057750765372,21,-0.7071067811865477,0.7071067811865474,0.12464589235127477
Entity 1310,Euro_Africa,0.0625,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.10416666666666667,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.0625,0.020833333333333332,24,3.1780538303479458,3,0.7071067811865476,0.7071067811865476,0.10416666666666666
Entity 1311,Euro_Africa,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.02857142857142857,11,2.3978952727983707,4,0.8660254037844386,0.5000000000000001,0.14285714285714285
Entity 1312,Euro_Africa,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.05714285714285714,11,2.3978952727983707,2,0.49999999999999994,0.8660254037844387,0.14285714285714285
Entity 1314,America,0.03389830508474576,0.05084745762711865,0.13559322033898305,0.06779661016949153,0.05084745762711865,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.03389830508474576,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.05084745762711865,0.03389830508474576,0.03389830508474576,0.05084745762711865,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.05084745762711865,0.03389830508474576,0.03389830508474576,35,3.5553480614894135,11,0.258819045102521,-0.9659258262890682,0.13559322033898305
Entity 1315,America,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.09302325581395349,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,19,2.9444389791664403,13,-0.2588190451025208,-0.9659258262890683,0.11627906976744186
Entity 1316,America,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.05128205128205128,15,2.70805020110221,10,0.49999999999999994,-0.8660254037844387,0.1282051282051282
Entity 1317,America,0.02631578947368421,0.05263157894736842,0.10526315789473684,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,14,2.6390573296152584,14,-0.4999999999999997,-0.8660254037844388,0.13157894736842105
Entity 13179,East_Asia_Pac,0.023809523809523808,0.07142857142857142,0.07142857142857142,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,18,2.8903717578961645,20,-0.8660254037844386,0.5000000000000001,0.11904761904761904
Entity 1318,East_Asia_Pac,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1,0.0,2,0.49999999999999994,0.8660254037844387,0.2
Entity 1319,East_Asia_Pac,0.03125,0.09375,0.03125,0.0625,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.09375,0.03125,0.03125,0.03125,0.03125,0.03125,8,2.0794415416798357,8,0.8660254037844387,-0.4999999999999998,0.15625
Entity 132,East_Asia_Pac,0.05569620253164557,0.11645569620253164,0.10126582278481013,0.07848101265822785,0.05822784810126582,0.027848101265822784,0.027848101265822784,0.060759493670886074,0.043037974683544304,0.04810126582278481,0.03291139240506329,0.020253164556962026,0.035443037974683546,0.05063291139240506,0.043037974683544304,0.04050632911392405,0.027848101265822784,0.015189873417721518,0.005063291139240506,0.005063291139240506,0.005063291139240506,0.015189873417721518,0.02531645569620253,0.060759493670886074,371,5.916202062607435,19,-0.9659258262890684,0.2588190451025203,0.04556962025316454
Entity 1320,Central_Asia,0.0425531914893617,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.02127659574468085,23,3.1354942159291497,10,0.49999999999999994,-0.8660254037844387,0.1276595744680851
Entity 1321,East_Asia_Pac,0.02,0.04,0.02,0.02,0.04,0.06,0.06,0.02,0.02,0.04,0.06,0.1,0.04,0.02,0.06,0.04,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.16,26,3.258096538021482,2,0.49999999999999994,0.8660254037844387,0.14
Entity 1322,East_Asia_Pac,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,4,1.3862943611198906,2,0.49999999999999994,0.8660254037844387,0.17857142857142855
Entity 1323,East_Asia_Pac,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0784313725490196,0.0196078431372549,0.0196078431372549,0.0784313725490196,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.09803921568627451,0.1568627450980392,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,27,3.295836866004329,20,-0.8660254037844386,0.5000000000000001,0.09803921568627451
Entity 1324,East_Asia_Pac,0.06382978723404255,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.10638297872340426,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.10638297872340426,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.1276595744680851,0.0425531914893617,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,23,3.1354942159291497,19,-0.9659258262890684,0.2588190451025203,0.10638297872340426
Entity 1326,Euro_Africa,0.09285714285714286,0.014285714285714285,0.014285714285714285,0.02142857142857143,0.02142857142857143,0.007142857142857143,0.014285714285714285,0.02142857142857143,0.03571428571428571,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.05714285714285714,0.02857142857142857,0.06428571428571428,0.06428571428571428,0.09285714285714286,0.05,0.08571428571428572,0.05714285714285714,0.06428571428571428,0.07857142857142857,0.05,116,4.7535901911063645,3,0.7071067811865476,0.7071067811865476,0.07857142857142857
Entity 1327,Euro_Africa,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.046511627906976744,19,2.9444389791664403,4,0.8660254037844386,0.5000000000000001,0.11627906976744186
Entity 1328,Euro_Africa,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,3,1.0986122886681098,2,0.49999999999999994,0.8660254037844387,0.18518518518518517
Entity 1329,Euro_Africa,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.09302325581395349,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,19,2.9444389791664403,19,-0.9659258262890684,0.2588190451025203,0.13953488372093023
Entity 133,Euro_Africa,0.03164556962025317,0.012658227848101266,0.006329113924050633,0.012658227848101266,0.012658227848101266,0.006329113924050633,0.006329113924050633,0.05063291139240506,0.08860759493670886,0.0759493670886076,0.03164556962025317,0.04430379746835443,0.02531645569620253,0.0189873417721519,0.0379746835443038,0.06329113924050633,0.03164556962025317,0.06962025316455696,0.06962025316455696,0.04430379746835443,0.08860759493670886,0.06962025316455696,0.06329113924050633,0.0379746835443038,134,4.897839799950911,4,0.8660254037844386,0.5000000000000001,0.04430379746835443
Entity 1330,America,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,18,2.8903717578961645,18,-1.0,-1.8369701987210297e-16,0.14285714285714285
Entity 13307,East_Asia_Pac,0.01818181818181818,0.03636363636363636,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.01818181818181818,0.07272727272727272,0.07272727272727272,0.01818181818181818,0.10909090909090909,0.01818181818181818,0.07272727272727272,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.05454545454545454,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.01818181818181818,31,3.4339872044851463,16,-0.8660254037844385,-0.5000000000000004,0.12727272727272726
Entity 1331,America,0.0684931506849315,0.0136986301369863,0.02054794520547945,0.02054794520547945,0.03424657534246575,0.0273972602739726,0.0547945205479452,0.07534246575342465,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.0273972602739726,0.06164383561643835,0.07534246575342465,0.0684931506849315,0.07534246575342465,0.06164383561643835,0.0547945205479452,0.0684931506849315,0.0684931506849315,0.0821917808219178,122,4.804021044733257,10,0.49999999999999994,-0.8660254037844387,0.03424657534246575
Entity 1332,East_Asia_Pac,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,22,3.091042453358316,22,-0.5000000000000004,0.8660254037844384,0.13043478260869565
Entity 1333,East_Asia_Pac,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,2,0.6931471805599453,2,0.49999999999999994,0.8660254037844387,0.19230769230769232
Entity 1334,Central_Asia,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.0975609756097561,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,17,2.833213344056216,20,-0.8660254037844386,0.5000000000000001,0.12195121951219512
Entity 1335,Central_Asia,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.04081632653061224,0.14285714285714285,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,23,-0.25881904510252157,0.9659258262890681,0.1020408163265306
Entity 1337,Euro_Africa,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,11,2.3978952727983707,2,0.49999999999999994,0.8660254037844387,0.14285714285714285
Entity 13379,East_Asia_Pac,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,3,1.0986122886681098,6,1.0,6.123233995736766e-17,0.18518518518518517
Entity 1338,Euro_Africa,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,11,2.3978952727983707,11,0.258819045102521,-0.9659258262890682,0.14285714285714285
Entity 1339,America,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.09375,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.09375,0.03125,0.03125,0.03125,0.0625,8,2.0794415416798357,2,0.49999999999999994,0.8660254037844387,0.15625
Entity 134,Euro_Africa,0.034482758620689655,0.02586206896551724,0.017241379310344827,0.05172413793103448,0.02586206896551724,0.017241379310344827,0.008620689655172414,0.05172413793103448,0.02586206896551724,0.02586206896551724,0.10344827586206896,0.017241379310344827,0.04310344827586207,0.034482758620689655,0.0603448275862069,0.06896551724137931,0.034482758620689655,0.0603448275862069,0.017241379310344827,0.07758620689655173,0.05172413793103448,0.05172413793103448,0.0603448275862069,0.034482758620689655,92,4.5217885770490405,4,0.8660254037844386,0.5000000000000001,0.12068965517241378
Entity 1340,America,0.07142857142857142,0.017857142857142856,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.08928571428571429,0.05357142857142857,0.07142857142857142,0.03571428571428571,0.05357142857142857,0.05357142857142857,0.017857142857142856,0.05357142857142857,0.03571428571428571,32,3.4657359027997265,10,0.49999999999999994,-0.8660254037844387,0.10714285714285712
Entity 1341,America,0.045454545454545456,0.045454545454545456,0.06818181818181818,0.045454545454545456,0.06818181818181818,0.11363636363636363,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,20,2.995732273553991,12,1.2246467991473532e-16,-1.0,0.11363636363636365
Entity 1342,Central_Asia,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.17777777777777778,0.06666666666666667,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,21,3.044522437723423,10,0.49999999999999994,-0.8660254037844387,0.11111111111111112
