,entity,offset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total,log_total,min_5h_activity,min_5h_activity_sin,min_5h_activity_cos,min_5h_activity_%,lifespan_days,0_weekday,1_weekday,2_weekday,3_weekday,4_weekday,5_weekday,6_weekday,7_weekday,8_weekday,9_weekday,10_weekday,11_weekday,12_weekday,13_weekday,14_weekday,15_weekday,16_weekday,17_weekday,18_weekday,19_weekday,20_weekday,21_weekday,22_weekday,23_weekday,0_weekend,1_weekend,2_weekend,3_weekend,4_weekend,5_weekend,6_weekend,7_weekend,8_weekend,9_weekend,10_weekend,11_weekend,12_weekend,13_weekend,14_weekend,15_weekend,16_weekend,17_weekend,18_weekend,19_weekend,20_weekend,21_weekend,22_weekend,23_weekend,total_weekday,total_weekend,region
338,Entity 1282,-5.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.08928571428571429,0.03571428571428571,0.03571428571428571,32,3.4657359027997265,10,0.49999999999999994,-0.8660254037844387,0.10714285714285712,201.09159722222222,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,25.0,7.0,America
339,Entity 1283,5.5,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.25,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,24,3.1780538303479458,9,0.7071067811865476,-0.7071067811865475,0.12499999999999999,1496.1124652777778,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.2926829268292683,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,17.0,7.0,Central_South_Asia
340,Entity 1284,5.5,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.14285714285714285,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,18,2.8903717578961645,2,0.49999999999999994,0.8660254037844387,0.11904761904761904,97.82988425925926,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,17.0,1.0,Central_South_Asia
343,Entity 1286,2.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.023255813953488372,19,2.9444389791664403,2,0.49999999999999994,0.8660254037844387,0.11627906976744186,155.8199537037037,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.075,0.075,0.075,0.05,0.075,0.05,0.1,0.025,0.075,0.025,0.025,0.025,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,16.0,3.0,Euro_Africa
347,Entity 129,2.0,0.004878048780487805,0.004878048780487805,0.01951219512195122,0.004878048780487805,0.00975609756097561,0.02926829268292683,0.07804878048780488,0.05365853658536585,0.06341463414634146,0.04390243902439024,0.03902439024390244,0.02926829268292683,0.04878048780487805,0.05853658536585366,0.11219512195121951,0.2048780487804878,0.03902439024390244,0.04390243902439024,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.004878048780487805,0.004878048780487805,0.004878048780487805,181,5.198497031265826,23,-0.25881904510252157,0.9659258262890681,0.024390243902439025,2966.318391203704,0.005319148936170213,0.005319148936170213,0.015957446808510637,0.005319148936170213,0.010638297872340425,0.031914893617021274,0.07446808510638298,0.047872340425531915,0.06382978723404255,0.047872340425531915,0.031914893617021274,0.031914893617021274,0.05319148936170213,0.05319148936170213,0.12234042553191489,0.21808510638297873,0.031914893617021274,0.03723404255319149,0.026595744680851064,0.047872340425531915,0.02127659574468085,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.07317073170731707,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,164.0,17.0,Euro_Africa
348,Entity 1290,2.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.08433734939759036,0.0963855421686747,0.060240963855421686,0.07228915662650602,0.0963855421686747,0.03614457831325301,0.04819277108433735,0.060240963855421686,0.10843373493975904,0.03614457831325301,0.024096385542168676,0.04819277108433735,0.024096385542168676,0.024096385542168676,0.04819277108433735,0.012048192771084338,59,4.07753744390572,1,0.25881904510252074,0.9659258262890683,0.060240963855421686,649.1433217592593,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.08,0.10666666666666667,0.06666666666666667,0.06666666666666667,0.09333333333333334,0.04,0.05333333333333334,0.06666666666666667,0.08,0.02666666666666667,0.02666666666666667,0.05333333333333334,0.02666666666666667,0.02666666666666667,0.04,0.013333333333333334,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125,0.0625,0.0625,0.03125,0.03125,0.03125,0.125,0.0625,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,51.0,8.0,Euro_Africa
349,Entity 1291,0.0,0.05263157894736842,0.017543859649122806,0.05263157894736842,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.07017543859649122,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.05263157894736842,33,3.4965075614664802,3,0.7071067811865475,0.7071067811865476,0.14035087719298245,298.2683449074074,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.09375,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.03125,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.09375,0.0625,0.03125,0.03125,0.03125,25.0,8.0,Euro_Africa
353,Entity 1296,2.0,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,22,3.091042453358316,22,-0.5000000000000004,0.8660254037844384,0.10869565217391304,222.09922453703703,0.022727272727272728,0.06818181818181818,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,20.0,2.0,Euro_Africa
356,Entity 12985,-5.0,0.04819277108433735,0.08433734939759036,0.012048192771084338,0.0963855421686747,0.07228915662650602,0.03614457831325301,0.024096385542168676,0.04819277108433735,0.04819277108433735,0.07228915662650602,0.060240963855421686,0.04819277108433735,0.012048192771084338,0.03614457831325301,0.024096385542168676,0.04819277108433735,0.060240963855421686,0.08433734939759036,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,59,4.07753744390572,20,-0.8660254037844386,0.5000000000000001,0.060240963855421686,104.79358796296296,0.0625,0.109375,0.015625,0.0625,0.09375,0.046875,0.015625,0.03125,0.0625,0.09375,0.078125,0.046875,0.015625,0.046875,0.03125,0.03125,0.046875,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.06976744186046512,0.16279069767441862,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,40.0,19.0,America
358,Entity 130,5.5,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.045454545454545456,0.045454545454545456,0.05844155844155844,0.05844155844155844,0.11038961038961038,0.08441558441558442,0.11038961038961038,0.06493506493506493,0.04220779220779221,0.05519480519480519,0.045454545454545456,0.012987012987012988,0.032467532467532464,0.02922077922077922,0.04220779220779221,0.03571428571428571,0.022727272727272728,0.006493506493506494,0.006493506493506494,0.00974025974025974,0.003246753246753247,284,5.648974238161206,22,-0.5000000000000004,0.8660254037844384,0.03896103896103896,814.1593287037037,0.011857707509881422,0.02766798418972332,0.02766798418972332,0.03557312252964427,0.05138339920948617,0.05928853754940711,0.06719367588932806,0.12648221343873517,0.09486166007905138,0.11462450592885376,0.05928853754940711,0.03162055335968379,0.05533596837944664,0.043478260869565216,0.015810276679841896,0.03557312252964427,0.02766798418972332,0.03557312252964427,0.023715415019762844,0.02766798418972332,0.007905138339920948,0.007905138339920948,0.007905138339920948,0.003952569169960474,0.02531645569620253,0.02531645569620253,0.0759493670886076,0.0759493670886076,0.02531645569620253,0.05063291139240506,0.02531645569620253,0.0379746835443038,0.0379746835443038,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.05063291139240506,0.05063291139240506,0.012658227848101266,0.02531645569620253,0.0379746835443038,0.06329113924050633,0.0759493670886076,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.02531645569620253,0.012658227848101266,229.0,55.0,Central_South_Asia
359,Entity 1300,-5.0,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.12244897959183673,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.061224489795918366,25,3.2188758248682006,7,0.9659258262890683,-0.25881904510252063,0.1020408163265306,2036.9598148148148,0.044444444444444446,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.13333333333333333,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.08888888888888889,0.044444444444444446,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.07142857142857142,21.0,4.0,America
360,Entity 1301,5.5,0.025,0.025,0.025,0.025,0.025,0.05,0.05,0.05,0.025,0.025,0.05,0.05,0.025,0.1,0.05,0.025,0.1,0.05,0.05,0.025,0.025,0.075,0.025,0.025,16,2.772588722239781,2,0.49999999999999994,0.8660254037844387,0.125,50.41653935185185,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,14.0,2.0,Central_South_Asia
361,Entity 1302,5.5,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.02127659574468085,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.0851063829787234,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,23,3.1354942159291497,21,-0.7071067811865477,0.7071067811865474,0.10638297872340426,54.22664351851852,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.0625,0.0625,0.03125,0.03125,0.09375,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,15.0,8.0,Central_South_Asia
362,Entity 1303,5.5,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,21,3.044522437723423,20,-0.8660254037844386,0.5000000000000001,0.11111111111111112,75.16383101851852,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.11363636363636363,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,20.0,1.0,Central_South_Asia
363,Entity 1304,5.5,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.14285714285714285,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,23,-0.25881904510252157,0.9659258262890681,0.1020408163265306,130.4822685185185,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.07317073170731707,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.1875,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.03125,0.03125,0.03125,0.03125,17.0,8.0,Central_South_Asia
364,Entity 1305,5.5,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.14285714285714285,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.12244897959183673,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,21,-0.7071067811865477,0.7071067811865474,0.1020408163265306,30.512268518518518,0.025,0.025,0.025,0.025,0.025,0.025,0.125,0.025,0.05,0.025,0.025,0.025,0.025,0.05,0.075,0.05,0.05,0.15,0.05,0.025,0.025,0.025,0.025,0.025,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,16.0,9.0,Central_South_Asia
365,Entity 1306,5.5,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.14285714285714285,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,25,3.2188758248682006,20,-0.8660254037844386,0.5000000000000001,0.1020408163265306,376.85033564814813,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,14.0,11.0,Central_South_Asia
366,Entity 1307,5.5,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.07407407407407407,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.14814814814814814,0.05555555555555555,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,30,3.4011973816621555,0,0.0,1.0,0.09259259259259259,167.7162152777778,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.06818181818181818,0.06818181818181818,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.14705882352941177,0.11764705882352941,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,20.0,10.0,Central_South_Asia
368,Entity 13085,7.0,0.02,0.04,0.04,0.02,0.04,0.02,0.02,0.02,0.06,0.02,0.02,0.06,0.04,0.14,0.06,0.04,0.1,0.04,0.06,0.04,0.04,0.02,0.02,0.02,26,3.258096538021482,5,0.9659258262890683,0.25881904510252074,0.12,406.3428009259259,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.075,0.025,0.025,0.075,0.025,0.15,0.025,0.05,0.075,0.05,0.075,0.025,0.05,0.025,0.025,0.025,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,16.0,10.0,East_Asia_Pac
370,Entity 131,-8.0,0.059490084985835696,0.039660056657223795,0.10198300283286119,0.0821529745042493,0.036827195467422094,0.039660056657223795,0.028328611898016998,0.08781869688385269,0.0453257790368272,0.04815864022662889,0.0453257790368272,0.0339943342776204,0.0113314447592068,0.019830028328611898,0.031161473087818695,0.039660056657223795,0.025495750708215296,0.04815864022662889,0.025495750708215296,0.0113314447592068,0.0226628895184136,0.0339943342776204,0.028328611898016998,0.053824362606232294,329,5.796057750765372,20,-0.8660254037844386,0.5000000000000001,0.1218130311614731,495.30452546296294,0.08256880733944955,0.045871559633027525,0.03669724770642202,0.10091743119266056,0.03211009174311927,0.05963302752293578,0.022935779816513763,0.013761467889908258,0.06422018348623854,0.06880733944954129,0.06880733944954129,0.05504587155963303,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.045871559633027525,0.03211009174311927,0.05963302752293578,0.04128440366972477,0.013761467889908258,0.01834862385321101,0.009174311926605505,0.01834862385321101,0.07339449541284404,0.025157232704402517,0.031446540880503145,0.18238993710691823,0.050314465408805034,0.0440251572327044,0.012578616352201259,0.03773584905660377,0.18238993710691823,0.018867924528301886,0.018867924528301886,0.012578616352201259,0.006289308176100629,0.018867924528301886,0.03773584905660377,0.050314465408805034,0.031446540880503145,0.018867924528301886,0.031446540880503145,0.006289308176100629,0.012578616352201259,0.031446540880503145,0.06918238993710692,0.0440251572327044,0.025157232704402517,194.0,135.0,America
